0.000048,4.765000,0.015000
0.003432,4.780000,0.342000
0.006800,4.795000,0.640000
0.010176,4.809000,0.919000
0.013552,4.819000,1.183000
0.016928,4.829000,1.413000
0.020304,4.844000,1.637000
0.023672,4.848000,1.857000
0.027048,4.863000,2.053000
0.030416,4.868000,2.239000
0.033792,4.878000,2.410000
0.037168,4.883000,2.571000
0.040536,4.892000,2.717000
0.043904,4.902000,2.864000
0.047280,4.907000,3.001000
0.050656,4.907000,3.123000
0.054024,4.917000,3.236000
0.057392,4.922000,3.343000
0.060768,4.927000,3.446000
0.064144,4.932000,3.543000
0.067512,4.932000,3.636000
0.070888,4.936000,3.719000
0.074256,4.936000,3.793000
0.077632,4.946000,3.871000
0.081000,4.946000,3.939000
0.084384,4.951000,4.003000
0.087752,4.956000,4.062000
0.091120,4.956000,4.125000
0.094496,4.961000,4.174000
0.097872,4.966000,4.218000
0.101248,4.966000,4.262000
0.104616,4.966000,4.316000
0.108000,4.966000,4.360000
0.111368,4.966000,4.394000
0.114736,4.971000,4.423000
0.118112,4.976000,4.453000
0.121488,4.976000,4.492000
0.124864,4.976000,4.521000
0.128232,4.976000,4.555000
0.131600,4.980000,4.580000
0.134976,4.980000,4.604000
0.138344,4.980000,4.619000
0.141728,4.985000,4.643000
0.145088,4.985000,4.673000
0.148464,4.980000,4.692000
0.151840,4.985000,4.707000
0.155216,4.985000,4.721000
0.158584,4.985000,4.731000
0.161952,4.985000,4.751000
0.165328,4.985000,4.765000
0.168704,4.985000,4.785000
0.172072,4.985000,4.790000
0.175456,4.985000,4.804000
0.178816,4.985000,4.809000
0.182192,4.990000,4.819000
0.185568,4.990000,4.839000
0.188944,4.990000,4.848000
0.192312,4.990000,4.848000
0.195680,4.990000,4.853000
0.199056,4.995000,4.858000
0.202432,4.990000,4.868000
0.205800,4.990000,4.883000
0.209184,4.990000,4.892000
0.212544,4.990000,4.892000
0.215920,4.990000,4.888000
0.219296,4.995000,4.892000
0.222672,4.990000,4.907000
0.226040,4.995000,4.917000
0.229408,4.985000,4.922000
0.232784,4.995000,4.922000
0.236160,4.995000,4.927000
0.239528,4.995000,4.922000
0.242896,4.995000,4.927000
0.246272,4.985000,4.936000
0.249648,4.995000,4.946000
0.253024,4.995000,4.936000
0.256400,4.995000,4.941000
0.259768,4.995000,4.941000
0.263136,4.995000,4.941000
0.266512,4.995000,4.951000
0.269888,0.205000,4.941000
0.273256,0.186000,4.609000
0.276624,0.171000,4.306000
0.280000,0.156000,4.027000
0.283376,0.147000,3.768000
0.286744,0.142000,3.529000
0.290120,0.132000,3.304000
0.293488,0.117000,3.089000
0.296864,0.112000,2.889000
0.300224,0.103000,2.703000
0.303600,0.093000,2.537000
0.306976,0.093000,2.375000
0.310344,0.083000,2.224000
0.313720,0.073000,2.082000
0.317088,0.073000,1.950000
0.320464,0.068000,1.823000
0.323832,0.064000,1.711000
0.327200,0.059000,1.598000
0.330576,0.054000,1.500000
0.333936,0.054000,1.403000
0.337312,0.044000,1.320000
0.340688,0.034000,1.232000
0.344056,0.034000,1.153000
0.347432,0.034000,1.085000
0.350800,0.034000,1.012000
0.354176,0.034000,0.953000
0.357544,0.029000,0.894000
0.360920,0.029000,0.836000
0.364288,0.024000,0.782000
0.367664,0.020000,0.738000
0.371040,0.024000,0.689000
0.374400,0.020000,0.640000
0.377776,0.015000,0.606000
0.381144,0.015000,0.567000
0.384520,0.015000,0.538000
0.387888,0.015000,0.503000
0.391264,0.015000,0.469000
0.394640,0.010000,0.440000
0.398008,0.010000,0.406000
0.401376,0.010000,0.386000
0.404752,0.010000,0.367000
0.408128,0.005000,0.342000
0.411488,0.005000,0.323000
0.414864,0.005000,0.298000
0.418240,0.000000,0.279000
0.421608,0.005000,0.264000
0.424976,0.000000,0.249000
0.428352,0.000000,0.230000
0.431728,0.000000,0.215000
0.435096,0.000000,0.210000
0.438464,0.000000,0.191000
0.441840,0.000000,0.181000
0.445216,0.000000,0.171000
0.448576,0.000000,0.156000
0.451952,0.000000,0.147000
0.455328,0.000000,0.137000
0.458696,0.000000,0.137000
0.462072,0.000000,0.122000
0.465440,0.000000,0.117000
0.468816,0.000000,0.108000
0.472176,0.000000,0.103000
0.475552,0.000000,0.093000
0.478928,0.000000,0.088000
0.482296,0.000000,0.083000
0.485672,0.000000,0.073000
0.489040,0.000000,0.073000
0.492416,0.000000,0.068000
0.495784,0.000000,0.068000
0.499160,0.000000,0.059000
0.502528,0.000000,0.059000
0.505904,0.000000,0.054000
0.509280,0.000000,0.054000
0.512640,0.000000,0.044000
0.516016,0.000000,0.044000
0.519384,0.000000,0.039000
0.522760,0.000000,0.034000
0.526128,0.000000,0.034000
0.529504,0.000000,0.034000
0.532880,0.000000,0.034000
0.536240,0.000000,0.029000
0.000048,4.765000,0.015000
0.003424,4.780000,0.337000
0.006800,4.800000,0.640000
0.010176,4.809000,0.919000
0.013552,4.819000,1.173000
0.016920,4.824000,1.417000
0.020304,4.844000,1.647000
0.023664,4.844000,1.852000
0.027040,4.863000,2.048000
0.030416,4.863000,2.239000
0.033784,4.878000,2.410000
0.037152,4.883000,2.576000
0.040528,4.892000,2.722000
0.043904,4.902000,2.859000
0.047264,4.907000,3.001000
0.050640,4.912000,3.123000
0.054016,4.917000,3.260000
0.057384,4.922000,3.348000
0.060752,4.927000,3.446000
0.064128,4.932000,3.539000
0.067504,4.936000,3.627000
0.070872,4.941000,3.729000
0.074240,4.941000,3.798000
0.077624,4.941000,3.871000
0.080992,4.946000,3.944000
0.084368,4.951000,3.998000
0.087736,4.956000,4.062000
0.091104,4.956000,4.120000
0.094480,4.966000,4.179000
0.097856,4.961000,4.228000
0.101232,4.966000,4.272000
0.104600,4.966000,4.306000
0.107968,4.966000,4.345000
0.111352,4.966000,4.389000
0.114720,4.971000,4.433000
0.118096,4.971000,4.462000
0.121472,4.971000,4.497000
0.124848,4.976000,4.516000
0.128216,4.976000,4.536000
0.131584,4.980000,4.575000
0.134960,4.980000,4.609000
0.138336,4.980000,4.629000
0.141704,4.980000,4.648000
0.145080,4.985000,4.663000
0.148448,4.985000,4.682000
0.151824,4.985000,4.702000
0.155192,4.985000,4.736000
0.158568,4.985000,4.741000
0.161936,4.985000,4.751000
0.165312,4.985000,4.761000
0.168688,4.985000,4.780000
0.172056,4.985000,4.790000
0.175424,4.980000,4.809000
0.178800,4.985000,4.814000
0.182176,4.990000,4.824000
0.185552,4.990000,4.829000
0.188920,4.990000,4.834000
0.192296,4.985000,4.848000
0.195664,4.990000,4.863000
0.199040,4.990000,4.868000
0.202408,4.990000,4.873000
0.205784,4.990000,4.878000
0.209152,4.990000,4.883000
0.212528,4.990000,4.902000
0.215904,4.990000,4.902000
0.219272,4.990000,4.907000
0.222640,4.995000,4.907000
0.226016,4.995000,4.912000
0.229392,4.995000,4.912000
0.232768,4.995000,4.922000
0.236136,4.995000,4.927000
0.239512,4.995000,4.932000
0.242880,4.995000,4.927000
0.246256,4.995000,4.927000
0.249632,4.985000,4.932000
0.253000,4.995000,4.941000
0.256368,4.985000,4.946000
0.259744,4.995000,4.946000
0.263120,4.995000,4.941000
0.266488,4.995000,4.941000
0.269856,0.215000,4.927000
0.273232,0.186000,4.604000
0.276608,0.171000,4.321000
0.279976,0.161000,4.032000
0.283352,0.147000,3.768000
0.286720,0.137000,3.524000
0.290096,0.122000,3.299000
0.293464,0.117000,3.094000
0.296840,0.112000,2.893000
0.300208,0.103000,2.708000
0.303584,0.098000,2.537000
0.306960,0.093000,2.375000
0.310320,0.083000,2.224000
0.313696,0.073000,2.087000
0.317064,0.073000,1.950000
0.320440,0.068000,1.828000
0.323808,0.064000,1.711000
0.327184,0.059000,1.598000
0.330560,0.054000,1.500000
0.333928,0.049000,1.403000
0.337296,0.044000,1.320000
0.340672,0.044000,1.232000
0.344032,0.034000,1.153000
0.347408,0.034000,1.085000
0.350776,0.034000,1.012000
0.354152,0.034000,0.953000
0.357520,0.029000,0.894000
0.360896,0.029000,0.841000
0.364272,0.029000,0.782000
0.367640,0.024000,0.738000
0.371008,0.020000,0.689000
0.374384,0.020000,0.650000
0.377760,0.015000,0.606000
0.381120,0.015000,0.567000
0.384496,0.015000,0.528000
0.387872,0.015000,0.503000
0.391240,0.015000,0.469000
0.394608,0.010000,0.435000
0.397984,0.010000,0.415000
0.401360,0.010000,0.386000
0.404728,0.005000,0.367000
0.408096,0.005000,0.342000
0.411472,0.010000,0.318000
0.414848,0.005000,0.298000
0.418208,0.005000,0.279000
0.421584,0.005000,0.264000
0.424960,0.005000,0.249000
0.428328,0.000000,0.235000
0.431696,0.000000,0.215000
0.435072,0.000000,0.205000
0.438448,0.000000,0.191000
0.441816,0.000000,0.181000
0.445192,0.000000,0.171000
0.448560,0.000000,0.156000
0.451936,0.000000,0.152000
0.455296,0.000000,0.137000
0.458672,0.000000,0.132000
0.462048,0.000000,0.117000
0.465416,0.000000,0.117000
